gene_id	chr	strand	transcript_id
TUBB	NC_000006.12	+	['NM_178014.4 (MANE)', 'NM_001293212.2', 'NM_001293213.2', 'NM_001293214.2', 'NM_001293215.2', 'NM_001293216.2']
TUBB1	NC_000020.11	+	['NM_030773.4 (MANE)', 'XM_017028085.2']
TUBB2A	NC_000006.12	-	['NM_001069.3 (MANE)', 'NM_001310315.2']
TUBB2B	NC_000006.12	-	['NM_178012.5 (MANE)']
TUBB3	NC_000016.10	+	['NM_006086.4 (MANE)', 'NM_001197181.2']
TUBB4A	NC_000019.10	-	['NM_006087.4 (MANE)', 'NM_001289123.2', 'NM_001289127.2', 'NM_001289129.2', 'NM_001289130.2', 'NM_001289131.2']
TUBB4B	NC_000009.12	+	['NM_006088.6 (MANE)']
TUBB6	NC_000018.10	+	['NM_032525.3 (MANE)', 'NM_001303524.1', 'NM_001303525.2', 'NM_001303526.2', 'NM_001303527.2', 'NM_001303528.2', 'NM_001303529.3', 'NM_001303530.3']
TUBB8	NC_000010.11	-	['NM_177987.3 (MANE)', 'NM_001389618.1', 'NM_001389619.1', 'XM_017016193.3', 'XM_047425177.1']
TUBB8B	NC_000018.10	-	['NM_001358689.2 (MANE)', 'NM_001389609.1', 'NM_001389610.1', 'XM_024451143.2', 'XM_024451144.2', 'XM_024451146.2', 'XM_024451147.2', 'XM_024451148.2']
TUBD1	NC_000017.11	-	['NM_016261.4 (MANE)', 'NM_001193609.2', 'NM_001193610.2', 'NM_001193611.2', 'NM_001193612.2', 'NM_001193613.2', 'XM_011524871.4', 'XM_017024716.3', 'XM_047436200.1', 'XM_047436201.1', 'XM_047436202.1']
TUBE1	NC_000006.12	-	['NM_016262.5 (MANE)', 'XM_047418854.1', 'XM_047418855.1']
TUBG1	NC_000017.11	+	['NM_001070.5 (MANE)']
TUBG2	NC_000017.11	+	['NM_016437.3 (MANE)', 'NM_001320509.2', 'XM_047435757.1']
TUBGCP2	NC_000010.11	-	['NM_006659.4 (MANE)', 'NM_001256617.2', 'NM_001256618.2']
TUBGCP3	NC_000013.11	-	['NM_006322.6 (MANE)', 'NM_001286277.2', 'NM_001286278.2', 'NM_001286279.2', 'XM_005268293.3', 'XM_011537462.3', 'XM_017020323.3', 'XM_047430036.1', 'XM_047430037.1', 'XM_047430038.1', 'XM_047430039.1']
TUBGCP4	NC_000015.10	+	['NM_014444.5 (MANE)', 'NM_001286414.3', 'XM_011521454.4', 'XM_011521455.3', 'XM_017022078.3', 'XM_047432390.1', 'XM_047432391.1', 'XM_047432392.1', 'XM_047432393.1']
TUBGCP5	NC_000015.10	-	['NM_052903.6 (MANE)', 'NM_001102610.2', 'NM_001354372.2', 'NM_001354373.2', 'NM_001354374.2', 'NM_001354375.2', 'NM_001354376.2', 'NM_001354377.2', 'NM_001354378.2', 'XM_011543868.3', 'XM_011543870.3', 'XM_017021894.2', 'XM_017021895.2', 'XM_017021896.2', 'XM_017021901.2', 'XM_047432130.1', 'XM_047432131.1']
TUBGCP6	NC_000022.11	-	['NM_020461.4 (MANE)']
TUFM	NC_000016.10	-	['NM_003321.5 (MANE)', 'NM_001365360.2']
TUFT1	NC_000001.11	+	['NM_020127.3 (MANE)', 'NM_001126337.2', 'NM_001301317.2', 'XM_011509961.3', 'XM_017002223.3', 'XM_017002224.2']
TUG1	NC_000022.11	+	['NM_001396518.1 (MANE)', 'NM_001398476.1', 'NM_001398477.1', 'NM_001398478.1', 'NM_001398479.1', 'NM_001398480.1']
TULP1	NC_000006.12	-	['NM_003322.6 (MANE)', 'NM_001289395.2']
TULP2	NC_000019.10	-	['NM_003323.3 (MANE)']
TULP3	NC_000012.12	+	['NM_003324.5 (MANE)', 'NM_001160408.2']
TULP4	NC_000006.12	+	['NM_020245.5 (MANE)', 'NM_001007466.3', 'XM_011535946.2', 'XM_017011070.2', 'XM_047419079.1', 'XM_047419081.1', 'XM_047419082.1', 'XM_047419083.1', 'XM_047419084.1', 'XM_047419085.1', 'XM_047419086.1', 'XM_047419087.1', 'XM_047419088.1', 'XM_047419089.1']
TUNAR	NC_000014.9	+	['NM_001416131.1 (MANE)', 'NM_001416132.1', 'NM_001416133.1']
TUSC1	NC_000009.12	-	['NM_001004125.3 (MANE)']
TUSC2	NC_000003.12	-	['NM_007275.3 (MANE)']
TUSC3	NC_000008.11	+	['NM_006765.4 (MANE)', 'NM_001356429.2', 'NM_001413583.1', 'NM_001413669.1', 'NM_001413670.1', 'NM_001413671.1', 'NM_001413672.1', 'NM_001413673.1', 'NM_001413674.1', 'NM_001413675.1', 'NM_001413676.1', 'NM_001413677.1', 'NM_001413678.1', 'NM_001413679.1', 'NM_001413680.1', 'NM_001413681.1', 'NM_001413682.1', 'NM_001413683.1', 'NM_001413684.1', 'NM_001413685.1', 'NM_001413686.1', 'NM_001413687.1', 'NM_001413688.1', 'NM_001413689.1', 'NM_001413690.1', 'NM_001413691.1', 'NM_178234.2', 'XM_047422263.1', 'XM_047422264.1', 'XM_047422265.1']
TUT1	NC_000011.10	-	['NM_022830.3 (MANE)', 'NM_001367906.1']
TUT4	NC_000001.11	-	['NM_001009881.3 (MANE)', 'NM_015269.2', 'XM_005270676.3', 'XM_005270678.3', 'XM_005270679.3', 'XM_005270680.4', 'XM_005270681.3', 'XM_005270682.3', 'XM_011541097.2', 'XM_011541099.2', 'XM_017000803.2', 'XM_017000804.3', 'XM_017000805.3', 'XM_017000806.2', 'XM_017000807.3', 'XM_017000808.2', 'XM_017000810.3', 'XM_017000818.2', 'XM_047416324.1', 'XM_047416325.1', 'XM_047416326.1', 'XM_047416327.1', 'XM_047416329.1', 'XM_047416330.1', 'XM_047416332.1', 'XM_047416334.1', 'XM_047416339.1', 'XM_047416340.1', 'XM_047416347.1', 'XM_047416349.1', 'XM_047416350.1', 'XM_047416351.1', 'XM_047416355.1', 'XM_047416364.1', 'XM_047416369.1', 'XM_047416371.1', 'XM_047416380.1', 'XM_047416381.1', 'XM_047416388.1', 'XM_047416389.1', 'XM_047416392.1', 'XM_047416394.1', 'XM_047416398.1', 'XM_047416406.1', 'XM_047416409.1', 'XM_047416411.1', 'XM_047416413.1', 'XM_047416416.1', 'XM_047416417.1', 'XM_047416421.1', 'XM_047416428.1']
TUT7	NC_000009.12	-	['NM_024617.4 (MANE)', 'NM_001185059.2', 'NM_001185074.2', 'NM_001330718.2', 'XM_005252207.4', 'XM_005252208.3', 'XM_006717283.2', 'XM_011519011.3', 'XM_011519012.3', 'XM_011519013.3', 'XM_011519014.3', 'XM_011519015.2', 'XM_011519016.2', 'XM_017015130.2', 'XM_017015131.2', 'XM_047423867.1', 'XM_047423868.1', 'XM_047423869.1', 'XM_047423870.1']
TVP23A	NC_000016.10	-	['NM_001079512.4 (MANE)', 'NM_001318873.2', 'XM_011522654.4', 'XM_017023651.3', 'XM_047434604.1']
TVP23B	NC_000017.11	+	['NM_016078.6 (MANE)', 'NM_001316919.1', 'NM_001316920.1', 'NM_001316921.2', 'NM_001316922.2', 'NM_001316923.2', 'NM_001316924.2', 'XM_047436194.1']
TVP23C	NC_000017.11	-	['NM_001135036.2 (MANE)', 'NM_145301.3']
TVP23C-CDRT4	NC_000017.11	-	['NM_001204478.2']
TWF1	NC_000012.12	-	['NM_002822.5 (MANE)', 'NM_001242397.2', 'XM_047429198.1', 'XM_047429199.1']
TWF2	NC_000003.12	-	['NM_007284.4 (MANE)']
TWIST1	NC_000007.14	-	['NM_000474.4 (MANE)']
TWIST2	NC_000002.12	+	['NM_001271893.4 (MANE)', 'NM_057179.3']
TWNK	NC_000010.11	+	['NM_021830.5 (MANE)', 'NM_001163812.2', 'NM_001163813.2', 'NM_001163814.2', 'NM_001368275.1']
TWSG1	NC_000018.10	+	['NM_020648.6 (MANE)', 'XM_047437675.1']
TXK	NC_000004.12	-	['NM_003328.3 (MANE)', 'XM_011513747.4', 'XM_011513748.4', 'XM_017008581.3', 'XM_024454200.2', 'XM_047416122.1', 'XM_047416123.1', 'XM_047416125.1']
TXLNA	NC_000001.11	+	['NM_175852.4 (MANE)', 'NM_001376857.1', 'NM_001376858.1', 'NM_001376859.1', 'XM_011540932.3', 'XM_017000561.2', 'XM_017000563.2']
TXLNB	NC_000006.12	-	['NM_153235.4 (MANE)', 'XM_005266836.2', 'XM_011535506.3', 'XM_024446341.2', 'XM_047418252.1', 'XM_047418253.1']
TXLNG	NC_000023.11	+	['NM_018360.3 (MANE)', 'NM_001168683.2', 'XM_017029631.2', 'XM_024452400.2', 'XM_047442249.1']
TXN	NC_000009.12	-	['NM_003329.4 (MANE)', 'NM_001244938.2']
TXN2	NC_000022.11	-	['NM_012473.4 (MANE)', 'XM_006724226.2']
TXNDC11	NC_000016.10	-	['NM_015914.7 (MANE)', 'NM_001303447.2', 'NM_001324022.2', 'NM_001324024.2', 'NM_001324025.2', 'XM_011522515.3', 'XM_047434191.1', 'XM_047434192.1']
TXNDC12	NC_000001.11	-	['NM_015913.4 (MANE)']
TXNDC15	NC_000005.10	+	['NM_024715.4 (MANE)', 'NM_001350735.2']
TXNDC16	NC_000014.9	-	['NM_020784.3 (MANE)', 'NM_001160047.2', 'XM_017021505.2']
TXNDC17	NC_000017.11	+	['NM_032731.4 (MANE)']
TXNDC2	NC_000018.10	+	['NM_032243.6 (MANE)', 'NM_001098529.2']
TXNDC5	NC_000006.12	-	['NM_030810.5 (MANE)', 'NM_001145549.4']
TXNDC8	NC_000009.12	-	['NM_001424031.1 (MANE)', 'NM_001003936.4', 'NM_001286946.2', 'NM_001286947.2', 'NM_001364963.2', 'XM_011518463.3', 'XM_017014579.2', 'XM_017014582.2', 'XM_017014583.2', 'XM_017014584.2']
TXNDC9	NC_000002.12	-	['NM_005783.4 (MANE)', 'XM_017003147.3']
TXNIP	NC_000001.11	-	['NM_006472.6 (MANE)', 'NM_001313972.2']
TXNL1	NC_000018.10	-	['NM_004786.3 (MANE)', 'XM_024451289.2', 'XM_024451290.2']
TXNL4A	NC_000018.10	-	['NM_006701.5 (MANE)', 'NM_001303471.3', 'NM_001305557.2', 'NM_001305563.2', 'NM_001305564.2']
TXNL4B	NC_000016.10	-	['NM_017853.3 (MANE)', 'NM_001142317.2', 'NM_001142318.2', 'NM_001324354.2', 'NM_001324355.2']
TXNRD1	NC_000012.12	+	['NM_001093771.3 (MANE)', 'NM_001261445.2', 'NM_001261446.2', 'NM_003330.4', 'NM_182729.3', 'NM_182742.3', 'NM_182743.3']
TXNRD2	NC_000022.11	-	['NM_006440.5 (MANE)', 'NM_001282512.3', 'NM_001352300.2', 'NM_001352301.2', 'NM_001352302.2', 'NM_001352303.2']
TXNRD3	NC_000003.12	-	['NM_052883.3 (MANE)', 'NM_001173513.3']
TYK2	NC_000019.10	-	['NM_003331.5 (MANE)', 'NM_001385197.1', 'NM_001385198.1', 'NM_001385199.1', 'NM_001385200.1', 'NM_001385201.1', 'NM_001385202.1', 'NM_001385203.1', 'NM_001385204.1', 'NM_001385205.1', 'NM_001385206.1', 'NM_001385207.1', 'NM_001406461.1', 'XM_011528246.4', 'XM_011528247.2', 'XM_011528249.3', 'XM_047439304.1', 'XM_047439305.1', 'XM_047439306.1', 'XM_047439307.1']
TYMP	NC_000022.11	-	['NM_001953.5 (MANE)', 'NM_001113755.3', 'NM_001113756.3', 'NM_001257988.1', 'NM_001257989.1']
TYMS	NC_000018.10	+	['NM_001071.4 (MANE)', 'NM_001354867.2', 'NM_001354868.2', 'XM_024451242.2']
TYR	NC_000011.10	+	['NM_000372.5 (MANE)', 'XM_011542970.3']
TYRO3	NC_000015.10	+	['NM_006293.4 (MANE)', 'NM_001330264.2', 'XM_017022543.3']
TYROBP	NC_000019.10	-	['NM_003332.4 (MANE)', 'NM_001173514.2', 'NM_001173515.2', 'NM_198125.3']
TYRP1	NC_000009.12	+	['NM_000550.3 (MANE)', 'XM_047423841.1']
TYSND1	NC_000010.11	-	['NM_173555.4 (MANE)', 'NM_001040273.3']
TYW1	NC_000007.14	+	['NM_018264.4 (MANE)', 'XM_011516372.4', 'XM_017012392.3', 'XM_047420568.1', 'XM_047420569.1']
TYW1B	NC_000007.14	-	['NM_001145440.3 (MANE)', 'NM_001412179.1', 'NM_001412180.1', 'NM_001412181.1', 'NM_001412182.1']
TYW3	NC_000001.11	+	['NM_138467.3 (MANE)', 'NM_001162916.2', 'XM_006710347.3']
TYW5	NC_000002.12	-	['NM_001039693.3 (MANE)', 'XM_047443271.1', 'XM_047443272.1', 'XM_047443273.1']
U2AF1	NC_000021.9	-	['NM_006758.3 (MANE)', 'NM_001025203.1', 'NM_001025204.2', 'XM_011529743.4', 'XM_017028468.3', 'XM_024452129.2', 'XM_024452130.2', 'XM_024452131.2']
U2AF1L4	NC_000019.10	-	['NM_001040425.3 (MANE)', 'NM_001369824.2', 'NM_144987.4']
U2AF2	NC_000019.10	+	['NM_007279.3 (MANE)', 'NM_001012478.2', 'XM_011526410.2', 'XM_047438120.1']
U2SURP	NC_000003.12	+	['NM_001080415.2 (MANE)', 'NM_001320219.2', 'NM_001320220.2', 'NM_001320222.2']
UACA	NC_000015.10	-	['NM_018003.4 (MANE)', 'NM_001008224.3', 'XM_005254529.5', 'XM_011521752.4', 'XM_011521753.3', 'XM_017022394.3', 'XM_017022395.2', 'XM_047432783.1']
UAP1	NC_000001.11	+	['NM_001324116.5 (MANE)', 'NM_001324113.2', 'NM_001324114.2', 'NM_001324115.3', 'NM_001324117.3', 'NM_001388401.1', 'NM_001388402.1', 'NM_001399790.1', 'NM_001399791.1', 'NM_001399792.1', 'NM_001399793.1', 'NM_003115.6', 'XM_047428843.1', 'XM_047428845.1', 'XM_047428848.1', 'XM_047428849.1']
UAP1L1	NC_000009.12	+	['NM_207309.3 (MANE)', 'XM_006717317.4', 'XM_011519182.3', 'XM_047424066.1']
UBA1	NC_000023.11	+	['NM_003334.4 (MANE)', 'NM_153280.3', 'XM_005272649.2', 'XM_011543954.2', 'XM_017029777.2', 'XM_017029778.3', 'XM_017029780.2', 'XM_047442420.1', 'XM_047442421.1', 'XM_047442422.1', 'XM_047442423.1', 'XM_047442424.1', 'XM_047442425.1']
UBA2	NC_000019.10	+	['NM_005499.3 (MANE)', 'NM_001411139.1', 'XM_006722962.3', 'XM_011526304.3', 'XM_024451305.2', 'XM_047438019.1', 'XM_047438020.1']
UBA3	NC_000003.12	-	['NM_003968.4 (MANE)', 'NM_001363861.1', 'NM_198195.2', 'XM_011534210.2']
UBA5	NC_000003.12	+	['NM_024818.6 (MANE)', 'NM_001320210.2', 'NM_001321238.2', 'NM_001321239.1', 'NM_198329.4']
UBA52	NC_000019.10	+	['NM_001033930.3 (MANE)', 'NM_001321017.2', 'NM_001321018.2', 'NM_001321019.2', 'NM_001321020.2', 'NM_001321021.1', 'NM_001321022.2', 'NM_003333.5', 'XM_005260052.3', 'XM_005260053.4', 'XM_005260054.2', 'XM_006722871.3', 'XM_017027198.2']
UBA6	NC_000004.12	-	['NM_018227.6 (MANE)', 'XM_017008359.3', 'XM_047415893.1']
UBA7	NC_000003.12	-	['NM_003335.3 (MANE)']
UBAC1	NC_000009.12	-	['NM_016172.3 (MANE)']
UBAC2	NC_000013.11	+	['NM_001144072.2 (MANE)', 'NM_177967.4', 'XM_011521082.3', 'XM_011521083.3', 'XM_017020553.2', 'XM_047430286.1']
UBALD1	NC_000016.10	-	['NM_145253.3 (MANE)', 'NM_001330467.2', 'NM_001411032.1']
UBALD2	NC_000017.11	+	['NM_182565.4 (MANE)']
UBAP1	NC_000009.12	+	['NM_016525.5 (MANE)', 'NM_001171201.1', 'NM_001171202.1', 'NM_001171203.3', 'NM_001171204.3', 'XM_006716779.5', 'XM_011517898.2', 'XM_017014802.2', 'XM_047423457.1', 'XM_047423458.1']
UBAP1L	NC_000015.10	-	['NM_001163692.2 (MANE)', 'XM_011521547.4', 'XM_017022172.3']
UBAP2	NC_000009.12	-	['NM_001370062.2 (MANE)', 'NM_001282530.2', 'NM_001370059.2', 'NM_001370064.2', 'NM_001370066.2', 'NM_001370067.2', 'NM_001370068.2', 'NM_018449.4', 'NM_020867.2']
UBAP2L	NC_000001.11	+	['NM_014847.4 (MANE)', 'NM_001127320.3', 'NM_001287815.1', 'NM_001287816.1', 'NM_001330730.1', 'NM_001375612.1', 'NM_001375614.1', 'NM_001375615.1', 'NM_001375616.1', 'NM_001375617.1', 'NM_001375618.1', 'NM_001375619.1', 'NM_001375620.1', 'NM_001375621.1', 'NM_001375622.1', 'NM_001375623.1', 'NM_001375624.1', 'NM_001375625.1', 'NM_001375626.1', 'NM_001375627.1', 'NM_001375628.1', 'NM_001375629.1', 'NM_001375630.1', 'NM_001375631.1', 'XM_005245667.5', 'XM_005245668.5', 'XM_005245669.5', 'XM_005245672.5', 'XM_005245673.5', 'XM_011510215.4', 'XM_017002972.3', 'XM_017002982.3', 'XM_047435820.1', 'XM_047435824.1', 'XM_047435827.1', 'XM_047435828.1', 'XM_047435834.1', 'XM_047435844.1', 'XM_047435852.1', 'XM_047435856.1', 'XM_047435859.1', 'XM_047435866.1', 'XM_047435868.1', 'XM_047435869.1', 'XM_047435874.1', 'XM_047435875.1', 'XM_047435876.1', 'XM_047435877.1', 'XM_047435887.1', 'XM_047435896.1', 'XM_047435898.1', 'XM_047435905.1']
UBASH3A	NC_000021.9	+	['NM_018961.4 (MANE)', 'NM_001001895.3', 'NM_001243467.2', 'XM_011529609.3', 'XM_047440831.1', 'XM_047440832.1', 'XM_047440833.1', 'XM_047440834.1', 'XM_047440835.1', 'XM_047440836.1', 'XM_047440837.1', 'XM_047440838.1', 'XM_047440839.1', 'XM_047440840.1']
UBASH3B	NC_000011.10	+	['NM_032873.5 (MANE)', 'NM_001363365.2', 'XM_005271712.4', 'XM_011543041.3']
UBB	NC_000017.11	+	['NM_018955.4 (MANE)', 'NM_001281716.2', 'NM_001281717.1', 'NM_001281718.1', 'NM_001281719.1', 'NM_001281720.2']
UBC	NC_000012.12	-	['NM_021009.7 (MANE)']
UBD	NC_000006.12	-	['NM_006398.4 (MANE)']
UBE2A	NC_000023.11	+	['NM_003336.4 (MANE)', 'NM_001282161.2', 'NM_181762.3']
UBE2B	NC_000005.10	+	['NM_003337.4 (MANE)']
UBE2C	NC_000020.11	+	['NM_007019.4 (MANE)', 'NM_001281741.2', 'NM_001281742.2', 'NM_181799.3', 'NM_181800.3', 'NM_181801.4']
UBE2D1	NC_000010.11	+	['NM_003338.5 (MANE)', 'NM_001204880.2']
UBE2D2	NC_000005.10	+	['NM_003339.3 (MANE)', 'NM_181838.2', 'XM_047417690.1', 'XM_047417691.1']
UBE2D3	NC_000004.12	-	['NM_181891.3 (MANE)', 'NM_001300795.2', 'NM_003340.6', 'NM_181886.3', 'NM_181887.3', 'NM_181888.3', 'NM_181889.2', 'NM_181890.3', 'NM_181892.4', 'NM_181893.3', 'XM_024454202.2']
UBE2D4	NC_000007.14	+	['NM_015983.4 (MANE)', 'XM_006715734.4', 'XM_024446795.2', 'XM_047420461.1', 'XM_047420462.1', 'XM_047420463.1', 'XM_047420464.1']
UBE2E1	NC_000003.12	+	['NM_003341.5 (MANE)', 'NM_001202476.2', 'NM_182666.3', 'XM_005265431.6']
UBE2E2	NC_000003.12	+	['NM_152653.4 (MANE)', 'NM_001370225.1', 'NM_001370226.1', 'NM_001370227.1', 'NM_001370228.1', 'XM_017007126.2', 'XM_047448843.1', 'XM_047448844.1', 'XM_047448845.1']
UBE2E3	NC_000002.12	+	['NM_006357.4 (MANE)', 'NM_001278554.2', 'NM_001278555.2', 'NM_182678.3', 'XM_005246244.3', 'XM_017003167.3']
UBE2F	NC_000002.12	+	['NM_080678.3 (MANE)', 'NM_001278305.2', 'NM_001278306.2', 'NM_001278307.2', 'NM_001278308.2']
UBE2G1	NC_000017.11	-	['NM_003342.5 (MANE)']
UBE2G2	NC_000021.9	-	['NM_003343.6 (MANE)', 'NM_001202489.2', 'NM_182688.3']
UBE2H	NC_000007.14	-	['NM_003344.4 (MANE)', 'NM_001202498.2', 'NM_182697.3', 'XM_047420796.1']
UBE2I	NC_000016.10	+	['NM_003345.5 (MANE)', 'NM_194259.3', 'NM_194260.3', 'NM_194261.3', 'XM_005255540.3', 'XM_011522644.3', 'XM_011522645.2', 'XM_047434584.1', 'XM_047434585.1']
UBE2J1	NC_000006.12	-	['NM_016021.3 (MANE)', 'XM_011535887.3', 'XM_011535888.4']
UBE2J2	NC_000001.11	-	['NM_058167.3 (MANE)', 'NM_194315.2', 'NM_194457.2', 'NM_194458.2', 'XM_005244718.4', 'XM_005244719.5', 'XM_006710333.4', 'XM_011540613.4', 'XM_011540614.3', 'XM_017000239.3', 'XM_047444326.1', 'XM_047444339.1', 'XM_047444356.1', 'XM_047444358.1']
UBE2K	NC_000004.12	+	['NM_005339.5 (MANE)', 'NM_001111112.2', 'NM_001111113.2', 'NM_001312646.2', 'NM_001312647.2', 'NM_001312648.2', 'XM_047450156.1', 'XM_047450157.1', 'XM_047450158.1']
UBE2L3	NC_000022.11	+	['NM_003347.4 (MANE)', 'NM_001256355.1', 'NM_001256356.2']
UBE2L5	NC_000013.11	+	['NM_001355247.2 (MANE)']
UBE2L6	NC_000011.10	-	['NM_004223.5 (MANE)', 'NM_198183.3']
UBE2M	NC_000019.10	-	['NM_003969.4 (MANE)']
UBE2N	NC_000012.12	-	['NM_003348.4 (MANE)']
UBE2O	NC_000017.11	-	['NM_022066.4 (MANE)', 'XM_005257567.2', 'XM_017024935.2', 'XM_024450865.2', 'XM_024450866.2', 'XM_024450867.2', 'XM_047436517.1', 'XM_047436518.1']
UBE2Q1	NC_000001.11	-	['NM_017582.7 (MANE)', 'XM_047424467.1']
UBE2Q2	NC_000015.10	+	['NM_173469.4 (MANE)', 'NM_001145335.1', 'NM_001284382.2', 'XM_005254787.3', 'XM_005254788.3', 'XM_006720770.3', 'XM_011522228.3', 'XM_017022726.2', 'XM_017022727.3', 'XM_017022728.3', 'XM_047433346.1', 'XM_047433347.1', 'XM_047433349.1', 'XM_047433350.1', 'XM_047433351.1']
UBE2QL1	NC_000005.10	+	['NM_001145161.3 (MANE)']
UBE2R2	NC_000009.12	+	['NM_017811.4 (MANE)', 'XM_005251496.3', 'XM_011517949.2', 'XM_017014860.2', 'XM_047423541.1']
UBE2S	NC_000019.10	-	['NM_014501.3 (MANE)', 'XM_011526752.3']
UBE2T	NC_000001.11	-	['NM_014176.4 (MANE)', 'NM_001310326.2']
UBE2U	NC_000001.11	+	['NM_001366232.2 (MANE)', 'NM_001366233.2', 'NM_001366234.2', 'NM_001366235.1', 'NM_152489.3', 'XM_006710379.4', 'XM_017000379.2', 'XM_017000380.2', 'XM_017000381.2', 'XM_017000382.2', 'XM_017000383.2', 'XM_017000384.2']
UBE2V1	NC_000020.11	-	['NM_001032288.3 (MANE)', 'NM_001257393.2', 'NM_001257394.2', 'NM_001257395.2', 'NM_001257396.2', 'NM_001257397.2', 'NM_001257398.2', 'NM_001257399.2', 'NM_001282575.3', 'NM_001282576.2', 'NM_001282577.3', 'NM_001282578.3', 'NM_001282579.2', 'NM_001282580.2', 'NM_021988.6', 'NM_022442.6', 'NM_199144.3']
UBE2V1P16	NC_000023.11	-	['XM_047442709.1']
UBE2V2	NC_000008.11	+	['NM_003350.3 (MANE)', 'XM_011517583.4', 'XM_017013808.3']
UBE2W	NC_000008.11	-	['NM_018299.6 (MANE)', 'NM_001001481.4', 'NM_001271015.3']
UBE2Z	NC_000017.11	+	['NM_023079.5 (MANE)']
UBE3A	NC_000015.10	-	['NM_130839.5 (MANE)', 'NM_000462.5', 'NM_001354505.1', 'NM_001354506.2', 'NM_001354507.2', 'NM_001354508.2', 'NM_001354509.2', 'NM_001354511.2', 'NM_001354512.2', 'NM_001354513.2', 'NM_001354523.2', 'NM_001354526.1', 'NM_001354538.2', 'NM_001354539.2', 'NM_001354540.2', 'NM_001354541.2', 'NM_001354542.2', 'NM_001354543.2', 'NM_001354544.2', 'NM_001354545.2', 'NM_001354546.2', 'NM_001354547.2', 'NM_001354548.2', 'NM_001354549.2', 'NM_001354550.2', 'NM_001354551.2', 'NM_001374461.1', 'NM_130838.4', 'XM_011521995.4', 'XM_017022547.3', 'XM_017022548.3', 'XM_017022550.3', 'XM_024450043.2', 'XM_047433007.1', 'XM_047433008.1', 'XM_047433009.1', 'XM_047433010.1', 'XM_047433011.1', 'XM_047433012.1', 'XM_047433013.1', 'XM_047433014.1', 'XM_047433015.1', 'XM_047433016.1', 'XM_047433017.1', 'XM_047433018.1', 'XM_047433019.1', 'XM_047433020.1', 'XM_047433021.1']
UBE3B	NC_000012.12	+	['NM_130466.4 (MANE)', 'NM_001270449.2', 'NM_001270450.2', 'NM_001270451.2', 'NM_183415.3', 'XM_005253987.3', 'XM_006719681.4', 'XM_006719682.3', 'XM_011538959.3', 'XM_011538961.2', 'XM_017020196.2', 'XM_047429844.1', 'XM_047429845.1', 'XM_047429846.1', 'XM_047429847.1', 'XM_047429848.1', 'XM_047429849.1', 'XM_047429850.1', 'XM_047429851.1', 'XM_047429852.1', 'XM_047429853.1', 'XM_047429854.1']
UBE3C	NC_000007.14	+	['NM_014671.3 (MANE)', 'XM_005249564.5', 'XM_047421072.1', 'XM_047421073.1']
UBE3D	NC_000006.12	-	['NM_198920.3 (MANE)', 'NM_001304437.2', 'NM_001350602.2', 'NM_001350603.2', 'NM_001350604.2', 'NM_001410933.1', 'XM_011536238.4', 'XM_011536240.3', 'XM_011536241.4', 'XM_017011458.3', 'XM_017011459.3', 'XM_047419505.1', 'XM_047419506.1']
UBE4A	NC_000011.10	+	['NM_001204077.2 (MANE)', 'NM_004788.4']
UBE4B	NC_000001.11	+	['NM_001105562.3 (MANE)', 'NM_001410744.1', 'NM_006048.5', 'XM_011540488.4', 'XM_011540489.4', 'XM_011540490.3', 'XM_017000035.3', 'XM_047428018.1']
UBFD1	NC_000016.10	+	['NM_019116.3 (MANE)', 'XM_011545894.4', 'XM_017023459.3', 'XM_017023460.3', 'XM_047434367.1']
UBIAD1	NC_000001.11	+	['NM_013319.3 (MANE)', 'NM_001330349.2', 'NM_001330350.2', 'XM_047418727.1']
UBL3	NC_000013.11	-	['NM_007106.4 (MANE)', 'XM_047430394.1']
UBL4A	NC_000023.11	-	['NM_014235.5 (MANE)']
UBL4B	NC_000001.11	+	['NM_203412.2 (MANE)']
UBL5	NC_000019.10	+	['NM_001048241.3 (MANE)', 'NM_024292.4']
UBL7	NC_000015.10	-	['NM_032907.5 (MANE)', 'NM_001286739.2', 'NM_001286740.1', 'NM_001286741.2', 'NM_001286742.2', 'NM_201265.2', 'XM_011522124.3']
UBLCP1	NC_000005.10	+	['NM_145049.5 (MANE)']
UBN1	NC_000016.10	+	['NM_001079514.3 (MANE)', 'NM_001288656.1', 'XM_005255277.5', 'XM_005255278.4', 'XM_005255279.5', 'XM_011522465.3', 'XM_011522467.3', 'XM_017023190.3', 'XM_017023192.3', 'XM_047434037.1', 'XM_047434038.1', 'XM_047434039.1', 'XM_047434040.1', 'XM_047434041.1', 'XM_047434042.1']
UBN2	NC_000007.14	+	['NM_173569.4 (MANE)', 'XM_005250249.5', 'XM_006715916.5', 'XM_011516002.4', 'XM_011516003.3', 'XM_024446704.2', 'XM_047420101.1', 'XM_047420102.1']
UBOX5	NC_000020.11	-	['NM_014948.4 (MANE)', 'NM_001267584.2', 'NM_199415.3']
UBP1	NC_000003.12	-	['NM_014517.5 (MANE)', 'NM_001128160.2', 'NM_001128161.2', 'XM_047448846.1', 'XM_047448847.1', 'XM_047448848.1', 'XM_047448849.1']
UBQLN1	NC_000009.12	-	['NM_013438.5 (MANE)', 'NM_053067.3', 'XM_005251948.4']
UBQLN2	NC_000023.11	+	['NM_013444.4 (MANE)']
